YYMM,State,Coal,NG,Petroleum
201311,TN,2.31,3.8,21.65
201311,TX,2.12,3.9,21.19
201311,UT,2.15,3.94,24.59
201311,VA,3.23,4.19,21.28
201311,VT,3.77,0,0
201311,WA,2.01,4.79,23.48
201311,WI,2.33,4.71,22.39
201311,WV,2.62,3.07,22.95
201311,WY,1.6,6.12,22.95
201312,AK,0,4.78,0
201312,AL,2.75,4.34,21.81
201312,AR,2.39,5.39,21.88
201312,AZ,2.13,5.56,24.75
201312,CA,1.91,5.15,0
201312,CO,1.94,5.2,24.19
201312,CT,4.01,0,0
201312,DE,3.29,0,0
201312,FL,3.44,5.44,24.04
201312,GA,3.18,4.88,23.43
201312,HI,0,4.78,20.8
201312,IA,1.69,5.93,22.22
201312,ID,1.98,5.03,0
201312,IL,2,6.23,22.67
201312,IN,2.54,4.64,22.94
201312,KS,1.74,6,22.01
201312,KY,2.39,8.87,21.87
201312,LA,2.82,4.21,21.83
201312,MA,4.01,16.13,21.94
201312,MD,3.29,0,22.58
201312,ME,4.01,16.08,22.58
201312,MI,2.55,5.19,21.76
201312,MN,1.98,5.19,22.7
201312,MO,1.85,4.82,22.03
201312,MS,3.95,4.32,21.6
201312,MT,1.76,5.86,0
201312,NC,3.8,5.28,22.37
201312,ND,1.62,6.08,23.24
201312,NE,1.37,5.78,22.18
201312,NH,4.01,7.88,22.83
201312,NJ,0,0,0
201312,NM,2.46,4.63,23.7
201312,NV,0,4.59,24.41
201312,NY,0,5.97,24.21
201312,OH,2.26,4.12,22.34
201312,OK,1.98,4.47,0
201312,OR,1.91,4.33,0
201312,PA,0,0,23.1
201312,RI,4.01,11.97,22.58
201312,SC,3.66,4.99,22.75
201312,SD,2.06,4.83,23.34
201312,TN,2.38,4.26,21.48
201312,TX,2.07,4.36,24.02
201312,UT,2.04,4.25,23.58
201312,VA,3.1,5.06,21.15
201312,VT,4.01,0,0
201312,WA,1.91,5.4,0
201312,WI,2.27,5.14,22.07
201312,WV,2.7,4.36,23.26
201312,WY,1.68,6.26,23.72
201401,AK,0,4.58,0
201401,AL,2.64,4.79,21.52
201401,AR,2.35,6.9,22.32
201401,AZ,2.1,6.27,22.14
201401,CA,2.43,5.4,0
201401,CO,1.89,5.52,24.15
201401,CT,4.58,0,0
201401,DE,3.11,0,0
201401,FL,3.29,5.68,19.31
201401,GA,3,5.44,23.35
201401,HI,0,4.58,20.91
201401,IA,1.65,12.22,21.93
201401,ID,1.99,5.05,0
201401,IL,2.07,12.38,22.66
201401,IN,2.54,5.93,22.73
201401,KS,1.74,5.98,21.78
201401,KY,2.37,5.85,21.98
201401,LA,2.56,4.77,0
201401,MA,4.58,17.88,0
201401,MD,2.89,0,22.37
201401,ME,4.58,17.84,22.37
201401,MI,2.65,7.26,22.1
201401,MN,1.94,7.35,20.88
201401,MO,1.97,5.46,22.1
201401,MS,3.71,5.05,0
201401,MT,1.78,6.26,0
201401,NC,3.76,11.02,22.2
201401,ND,1.49,0,22.56
201401,NE,1.38,7.52,21.95
201401,NH,4.58,10.56,23.16
201401,NJ,0,0,0
201401,NM,2.57,4.83,23.56
201401,NV,2.57,5.18,24.48
201401,NY,0,10.43,24.99
201401,OH,2.16,6.11,23.2
201401,OK,1.92,5.12,24.05
201401,OR,2.43,4.32,0
201401,PA,3.43,0,22.61
201401,RI,4.58,22.05,22.37
201401,SC,3.63,5.72,22.5
201401,SD,2.2,8.23,23.34
201401,TN,2.37,5.82,21.67
201401,TX,2.26,4.89,21.73
201401,UT,2.19,4.77,22.14
201401,VA,3.11,23.22,21.22
201401,VT,4.58,0,0
201401,WA,2.43,5.09,0
201401,WI,2.18,6.28,21.67
201401,WV,2.52,5.29,24.11
201401,WY,1.6,5.85,23.63
201402,AK,0,4.53,0
201402,AL,2.65,5.96,22.35
201402,AR,2.31,11.61,22.12
201402,AZ,2.14,7.92,23.15
201402,CA,2.49,6.8,0
201402,CO,1.88,7.03,0
201402,CT,4.69,0,0
201402,DE,3.12,0,0
201402,FL,3.38,6.63,22.95
201402,GA,3.13,6.78,23.86
201402,HI,0,4.53,20.99
201402,IA,1.67,16.39,23.23
201402,ID,1.93,7.67,0
201402,IL,2.03,12.3,24.87
201402,IN,2.58,7.36,24.74
201402,KS,1.76,10.52,22.48
201402,KY,2.36,7.33,24.5
201402,LA,2.87,6.25,21.36
201402,MA,4.69,17.3,0
201402,MD,3.17,9.95,22.01
201402,ME,4.69,17.19,22.01
201402,MI,2.78,12.74,23.8
201402,MN,1.93,7.47,22.9
201402,MO,1.99,8.26,22.86
201402,MS,3.83,5.96,22.16
201402,MT,1.91,7.96,0
201402,NC,3.62,7.68,23.69
201402,ND,1.42,0,22.3
201402,NE,1.38,15,22.03
201402,NH,4.69,1.44,19.13
201402,NJ,0,0,0
201402,NM,2.23,6.61,24.15
201402,NV,2.51,5.97,23.69
201402,NY,0,12.4,19.91
201402,OH,2.19,6.79,26.05
201402,OK,1.96,6.67,0
201402,OR,2.49,5.46,0
201402,PA,0,0,23.88
201402,RI,4.69,20.83,22.01
201402,SC,3.68,6.65,23.9
201402,SD,2.17,17.77,0
201402,TN,2.47,5.89,23.97
201402,TX,2.13,6.53,22.1
201402,UT,1.91,6.04,21.24
201402,VA,3.39,8.76,22.22
201402,VT,4.69,0,0
201402,WA,2.49,6.65,0
201402,WI,2.3,9.46,23.61
201402,WV,2.43,7.67,25.74
201402,WY,1.45,6.11,23.19
201403,AK,0,4.47,0
201403,AL,2.68,5.01,22.71
201403,AR,2.43,6.14,0
201403,AZ,2.1,6.97,22.66
201403,CA,2.49,5.97,0
201403,CO,1.87,6.12,26.63
201403,CT,4.38,0,0
201403,DE,3.16,0,0
201403,FL,3.32,5.76,23.25
201403,GA,3.21,5.58,24.21
201403,HI,0,4.47,20.9
201403,IA,1.64,19.91,22.65
201403,ID,1.98,10.77,0
201403,IL,2.05,10.77,23.62
201403,IN,2.72,5.88,24.3
201403,KS,1.78,7.49,22.66
201403,KY,2.39,5.58,24
201403,LA,2.6,5.42,0
201403,MA,4.38,16.06,22.78
201403,MD,3.18,6.42,21.51
201403,ME,4.38,14.4,21.51
201403,MI,2.74,13.43,22.77
201403,MN,1.88,7.74,23.75
201403,MO,2.01,7.45,22.5
201403,MS,3.01,5.22,23.14
201403,MT,1.87,7.34,0
201403,NC,3.59,6.35,23.01
201403,ND,1.41,7.55,24.17
201403,NE,1.38,11.37,22.92
201403,NH,4.38,9.3,22.88
201403,NJ,0,0,0
201403,NM,2.28,5.04,24.33
201403,NV,2.32,6.78,24.55
201403,NY,0,7.68,20.71
201403,OH,2.18,5.5,25
201403,OK,1.97,6.17,22.97
201403,OR,2.49,5.77,0
201403,PA,3.48,0,24.21
201403,RI,4.38,12.79,21.51
201403,SC,3.76,5.5,24.9
201403,SD,2.08,9.18,0
201403,TN,2.47,5.52,22.79
201403,TX,2.17,5.39,21.91
201403,UT,2.17,5.44,24.24
201403,VA,3.26,6.98,22.93
201403,VT,4.38,0,0
201403,WA,2.49,5.94,0
201403,WI,2.27,6.72,24.04
201403,WV,2.57,6.28,25.92
201403,WY,1.59,6.65,23.08
201404,AK,0,5.44,0
201404,AL,2.61,4.87,22.04
201404,AR,2.47,7.69,23.04
201404,AZ,2.1,6.3,22.32
201404,CA,2.44,5.59,0
201404,CO,1.89,5.9,0
201404,CT,4.09,0,0
201404,DE,3.16,0,0
201404,FL,3.38,5.55,24.05
201404,GA,3.16,5.29,23.68
201404,HI,0,5.44,21.67
201404,IA,1.67,6.71,22.51
201404,ID,1.98,43.76,0
201404,IL,2.03,12.71,23.56
201404,IN,2.62,5.25,23.83
201404,KS,1.81,5.58,22.49
201404,KY,2.36,5.17,23.06
201404,LA,2.62,4.92,22.68
201404,MA,4.09,5.01,0
201404,MD,3.04,5.03,21.84
201404,ME,4.09,6.61,21.84
201404,MI,2.82,5.05,22.48
201404,MN,1.86,7.05,23.85
201404,MO,2.01,5.58,22.23
201404,MS,3.22,4.86,21.8
201404,MT,2.16,6.73,0
201404,NC,3.61,5.77,22.83
201404,ND,1.55,0,23.68
201404,NE,1.41,5.49,22.03
201404,NH,4.09,7.79,23.05
201404,NJ,0,0,0
201404,NM,2.44,5.05,25.85
201404,NV,2.3,5.66,23.73
201404,NY,0,4.96,18.71
201404,OH,2.22,4.6,24.41
201404,OK,1.98,5.17,0
201404,OR,2.44,6.87,0
201404,PA,3.48,0,22.64
201404,RI,4.09,5.1,21.84
201404,SC,3.62,4.95,23.47
201404,SD,2.03,4.92,0
201404,TN,2.5,4.96,22.31
201404,TX,2.05,4.84,21.93
201404,UT,2.05,4.8,23.13
201404,VA,3.32,5.33,20.06
201404,VT,4.09,0,0
201404,WA,2.44,5.21,0
201404,WI,2.34,5.5,22.86
201404,WV,2.54,4.78,24.37
201404,WY,1.59,5.97,22.27
201405,AK,0,5.48,0
201405,AL,2.8,4.89,22.11
201405,AR,2.35,7.34,23.04
201405,AZ,2.09,6.03,23.36
201405,CA,2.53,5.53,0
201405,CO,1.84,5.29,0
201405,CT,4.48,0,0
201405,DE,3.12,0,0
201405,FL,3.4,5.78,23.71
201405,GA,3.03,5.19,22.95
201405,HI,0,5.48,21.36
201405,IA,1.68,5.35,22.55
201405,ID,1.97,9.94,0
201405,IL,2.05,5.3,23.34
201405,IN,2.54,4.93,22.84
201405,KS,1.81,5.15,22.2
201405,KY,2.36,6.16,22.08
201405,LA,2.75,4.85,22.61
201405,MA,4.48,4.38,0
201405,MD,3.04,0,17.97
201405,ME,4.48,4.6,17.97
201405,MI,2.51,5.1,21.99
201405,MN,2,5.33,22.91
201405,MO,2.01,5.39,22.16
201405,MS,3.2,4.63,21.15
201405,MT,2.5,6.53,0
201405,NC,3.58,5.82,22.06
201405,ND,1.64,4.5,22.75
201405,NE,1.44,5.92,22.02
201405,NH,4.48,6.73,23.18
201405,NJ,0,0,0
201405,NM,2.45,5.03,24.79
201405,NV,2.45,5.51,24.91
201405,NY,0,4.41,23.72
201405,OH,2.16,4.05,29.33
201405,OK,2.02,5.27,22.27
201405,OR,2.53,5.09,0
201405,PA,3.53,0,0
201405,RI,4.48,0,17.97
201405,SC,3.62,4.88,23.39
201405,SD,2.1,3.73,0
201405,TN,2.5,4.32,21.38
201405,TX,2.11,4.76,22.38
201405,UT,2.14,4.85,25.19
201405,VA,3.16,4.9,20.67
201405,VT,4.48,0,0
201405,WA,2.53,5.16,0
201405,WI,2.42,5.22,22.66
201405,WV,2.49,4.56,23.69
201405,WY,1.52,6.29,25.1
201406,AK,0,5.41,0
201406,AL,2.85,4.83,22.16
201406,AR,2.32,5.4,0
201406,AZ,2.1,5.24,26.56
201406,CA,2.48,5.56,0
201406,CO,1.98,5.58,22.85
201406,CT,4.12,0,0
201406,DE,3.12,0,0
201406,FL,3.35,5.6,23.95
201406,GA,3.16,5.17,23.17
201406,HI,0,5.41,20.9
201406,IA,1.66,5.57,21.89
201406,ID,1.95,6.72,0
201406,IL,1.99,5.25,23.05
201406,IN,2.54,4.96,22.32
201406,KS,1.84,5.16,21.74
201406,KY,2.35,6.55,22.13
201406,LA,2.94,4.82,0
201406,MA,4.12,4.42,0
201406,MD,3,5.08,22.13
201406,ME,4.12,4.24,22.13
201406,MI,2.52,5.24,21.89
201406,MN,2.05,5.93,22.29
201406,MO,2.01,5.4,22.18
201406,MS,3.33,4.78,21.14
201406,MT,2.82,6.25,0
201406,NC,3.54,5.5,22
201406,ND,1.64,5.09,26.75
201406,NE,1.4,5.26,22.75
201406,NH,4.12,3.17,22.25
201406,NJ,0,0,0
201406,NM,2.43,5.17,23.58
201406,NV,2.36,5.17,24.69
201406,NY,0,4.18,23.71
201406,OH,2.14,4.08,23.83
201406,OK,1.99,5,22.48
201406,OR,2.48,5.16,22.68
201406,PA,3.52,0,0
201406,RI,4.12,4.21,22.13
201406,SC,3.64,4.96,23.1
201406,SD,2.14,5.47,22.57
201406,TN,2.41,4.71,21.33
201406,TX,2.08,4.78,22.34
201406,UT,2.09,4.69,17.76
201406,VA,3.14,4.72,21.92
201406,VT,4.12,0,0
201406,WA,2.48,5.01,0
201406,WI,2.38,5.22,21.54
201406,WV,2.49,3.59,23.11
201406,WY,1.38,4.12,21.56
201407,AK,0,5.25,0
201407,AL,2.87,4.41,21.8
201407,AR,2.43,12.23,0
201407,AZ,2.17,5.25,22.48
201407,CA,2.51,5.11,0
201407,CO,2.03,4.77,22.01
201407,CT,4.38,0,0
201407,DE,3.14,0,0
201407,FL,3.34,5.26,22.82
201407,GA,3.17,4.65,22.41
201407,HI,0,5.25,21.38
201407,IA,1.66,5.11,21.94
201407,ID,2.05,4.43,0
201407,IL,2.04,5.3,22.09
201407,IN,2.54,4.48,22.11
201407,KS,1.82,4.99,22.7
201407,KY,2.35,5.81,21.39
201407,LA,2.94,4.45,0
201407,MA,4.38,3.78,21.09
201407,MD,2.94,4.52,21.32
201407,ME,4.38,4.08,21.32
201407,MI,2.54,5.31,21.93
201407,MN,2.02,6.14,22.06
201407,MO,2.01,4.84,21.52
201407,MS,3.25,4.32,0
201407,MT,1.61,5.99,0
201407,NC,3.55,5.38,21.97
201407,ND,1.69,4.32,22.2
201407,NE,1.43,4.68,21.98
201407,NH,4.38,4.88,21.49
201407,NJ,0,0,0
201407,NM,2.28,4.59,25.73
201407,NV,2.5,5.26,23.76
201407,NY,0,4,16.98
201407,OH,2.12,3.49,22.39
201407,OK,1.98,4.7,22.59
201407,OR,2.51,4.14,0
201407,PA,3.48,0,21.89
201407,RI,4.38,3.74,21.32
201407,SC,3.61,4.53,22.1
201407,SD,2.04,3.33,0
201407,TN,2.48,4.31,20.66
201407,TX,2.08,4.38,21.4
201407,UT,2.12,4.63,23.09
201407,VA,3.19,4.17,22.31
201407,VT,4.38,0,0
201407,WA,2.51,4.72,0
201407,WI,2.37,4.75,21.27
201407,WV,2.46,2.88,22.76
201407,WY,1.72,5.33,24.46
201408,AK,0,5.26,0
201408,AL,2.86,4.17,22.47
201408,AR,2.44,7.51,0
201408,AZ,2.09,4.79,23.89
201408,CA,2.57,4.86,0
201408,CO,2,4.6,0
201408,CT,3.99,0,0
201408,DE,3.17,0,0
201408,FL,3.31,4.98,22.34
201408,GA,3.15,4.41,22.43
201408,HI,0,5.26,21.56
201408,IA,1.68,3.98,21.57
201408,ID,1.98,4.31,0
201408,IL,2.08,5.37,24.95
201408,IN,2.56,4.29,21.45
201408,KS,1.81,4.69,21.67
201408,KY,2.34,6.13,21.41
201408,LA,3,4.11,21.3
201408,MA,3.99,3.37,20.77
201408,MD,2.87,4.11,20.92
201408,ME,3.99,3.6,20.92
201408,MI,2.48,4.64,21.08
201408,MN,2.03,5.22,22.25
201408,MO,2,4.47,21.85
201408,MS,3.15,4.05,0
201408,MT,1.65,5.46,0
201408,NC,3.66,4.9,21.24
201408,ND,1.61,3.8,23.48
201408,NE,1.39,4.55,0
201408,NH,3.99,5.25,15.98
201408,NJ,0,0,0
201408,NM,2.48,4.39,24.62
201408,NV,2.55,4.54,23.76
201408,NY,0,3.18,17.43
201408,OH,2.13,3.11,22.35
201408,OK,1.97,4.21,0
201408,OR,2.57,3.83,0
201408,PA,3.56,0,0
201408,RI,3.99,0,20.92
201408,SC,3.62,4.38,21.57
201408,SD,2.07,3.84,0
201408,TN,2.52,3.92,21.05
201408,TX,2.06,4.06,20.92
201408,UT,2.1,4.09,22.98
201408,VA,3.16,3.75,20.12
201408,VT,3.99,0,0
201408,WA,2.57,4.41,0
201408,WI,2.35,4.46,21.3
201408,WV,2.43,3.53,21.53
201408,WY,1.53,8.34,23.85
201409,AK,0,5.31,0
201409,AL,2.66,4.22,21.29
201409,AR,2.42,6.59,0
201409,AZ,2.09,4.95,21.62
201409,CA,2.49,4.81,0
201409,CO,2.07,4.64,0
201409,CT,0,0,0
201409,DE,3.16,0,0
201409,FL,3.29,5.22,21.95
201409,GA,3.19,4.46,21.52
201409,HI,0,5.31,20.1
201409,IA,1.65,4.09,20.53
201409,ID,2,4.46,0
201409,IL,2.07,5.4,22.06
201409,IN,2.59,4.34,21.46
201409,KS,1.81,4.91,20.61
201409,KY,2.36,6.61,20.99
201409,LA,3.05,4.16,0
201409,MA,0,4.18,20.16
201409,MD,2.86,4.25,20.48
201409,ME,0,4.36,20.48
201409,MI,2.55,4.58,20.55
201409,MN,2,6.26,21.21
201409,MO,2.04,4.8,20.6
201409,MS,3.2,4.13,20.06
201409,MT,1.57,5.59,0
201409,NC,3.63,5.14,20.88
201409,ND,1.61,3.55,22.27
201409,NE,1.39,4.77,21.26
201409,NH,0,6.04,14.96
201409,NJ,0,0,0
201409,NM,2.41,4.44,23.47
201409,NV,2.58,4.64,23.47
201409,NY,0,3,22.71
201409,OH,2.18,3.11,21.76
201409,OK,1.98,4.5,22.32
201409,OR,2.49,3.91,0
201409,PA,0,0,0
201409,RI,0,3.44,20.48
201409,SC,3.61,4.59,20.52
201409,SD,2.02,4.8,0
201409,TN,2.44,4.05,20.45
201409,TX,2.06,4.22,21.34
201409,UT,2.12,4.24,21.58
201409,VA,3.21,4.04,20.69
201409,VT,0,0,0
201409,WA,2.49,4.47,0
201409,WI,2.31,4.71,22.18
201409,WV,2.42,3.82,21.69
201409,WY,1.56,4.4,20.85
201410,AK,0,4.95,0
201410,AL,2.56,4.11,19.28
201410,AR,2.47,5.5,0
201410,AZ,2.06,4.51,19.86
201410,CA,2.52,4.68,0
201410,CO,1.93,4.47,20.29
201410,CT,4.46,0,0
201410,DE,3.04,0,0
201410,FL,3.22,5.12,18.44
201410,GA,2.94,4.27,20.27
201410,HI,0,4.95,19
201410,IA,1.66,3.88,20.76
201410,ID,1.99,9.58,0
201410,IL,2,5.84,21.25
201410,IN,2.49,4.08,20.73
201410,KS,1.79,4.96,20.21
201410,KY,2.29,7.93,20.1
201410,LA,3.09,4.08,19.36
201410,MA,4.46,3.13,19.37
201410,MD,2.85,0,0.16
201410,ME,4.46,3.15,0
201410,MI,2.65,4.32,20.29
201410,MN,1.93,4.71,21.33
201410,MO,1.97,4.17,20.06
201410,MS,3.32,4.03,0
201410,MT,1.7,5.46,0
201410,NC,3.56,6.18,19.1
201410,ND,1.43,3.45,21.97
201410,NE,1.4,4.41,20.71
201410,NH,4.46,8.55,0
201410,NJ,0,0,0
201410,NM,2.44,4.6,21.84
201410,NV,2.71,4.62,22.86
201410,NY,0,3.24,22.29
201410,OH,2.16,3.17,21.27
201410,OK,1.95,4.28,20.33
201410,OR,2.52,3.92,19
201410,PA,0,0,20.09
201410,RI,4.46,3.6,0
201410,SC,3.6,4.43,19.93
201410,SD,2.06,6.47,0
201410,TN,2.47,4.07,18.97
201410,TX,1.99,4.09,19.09
201410,UT,2.11,4.15,22.16
201410,VA,3.16,4.13,20.24
201410,VT,4.46,0,0
201410,WA,2.52,4.44,0
201410,WI,2.25,4.3,20.12
201410,WV,2.37,3.33,21.12
201410,WY,1.62,5.11,21.73
201411,AK,0,4.96,0
201411,AL,2.46,4.24,18.37
201411,AR,2.45,5.03,0
201411,AZ,2.06,4.84,18.95
201411,CA,2.42,4.96,0
201411,CO,1.86,5.02,21.75
201411,CT,4.04,0,0
201411,DE,3.08,0,0
201411,FL,3.22,5.34,20.15
201411,GA,3.02,4.58,19.46
201411,HI,0,4.96,16.82
201411,IA,1.69,5.13,20.85
201411,ID,2,4.95,0
201411,IL,2.03,5.52,22.21
201411,IN,2.51,4.36,22.27
201411,KS,1.76,5.31,19.6
201411,KY,2.29,5.19,21.25
201411,LA,3.2,4.26,18.49
201411,MA,4.04,5.99,18.19
201411,MD,2.85,4.55,18.09
201411,ME,4.04,7.03,18.09
201411,MI,2.58,4.87,20.56
201411,MN,1.9,5.76,21.64
201411,MO,1.98,4.56,20.2
201411,MS,3.39,4.34,17.19
201411,MT,1.52,5.57,0
201411,NC,3.58,5.45,18.32
201411,ND,1.38,4.99,21.87
201411,NE,1.38,5.02,20.49
201411,NH,4.04,7.65,17.9
201411,NJ,0,0,0
201411,NM,2.56,4.31,24.01
201411,NV,2.58,4.52,23.25
201411,NY,0,4.65,11.52
201411,OH,2.13,3.81,23.26
201411,OK,1.94,4.57,20.06
201411,OR,2.42,3.85,0
201411,PA,0,0,19.26
201411,RI,4.04,5.48,18.09
201411,SC,3.63,4.83,18.91
201411,SD,2.09,3.23,0
201411,TN,2.39,4.26,18.91
201411,TX,2.01,4.26,17.94
201411,UT,2.09,3.95,22.61
201411,VA,3.15,4.45,19.99
201411,VT,4.04,0,0
201411,WA,2.42,4.65,0
201411,WI,2.24,4.76,21.86
201411,WV,2.41,4.17,19.53
201411,WY,1.64,7.87,21.82
201412,AK,0,5.12,0
201412,AL,2.51,3.89,14.27
201412,AR,2.42,4.22,15.12
201412,AZ,2.08,5.47,15.89
201412,CA,2.44,4.81,0
201412,CO,1.85,4.79,15.84
201412,CT,4.06,0,0
201412,DE,3.09,0,0
201412,FL,3.21,5.32,10.78
201412,GA,2.97,3.9,16.71
201412,HI,0,5.12,14.46
201412,IA,1.71,3.92,16.42
201412,ID,3.98,5.44,0
201412,IL,2,7.38,14.82
201412,IN,2.5,3.72,17.29
201412,KS,1.77,4.52,15.66
201412,KY,2.33,7.11,15.84
201412,LA,3.32,4.05,0
201412,MA,4.06,6.92,0
201412,MD,2.82,0,15.73
201412,ME,4.06,7.54,15.73
201412,MI,2.61,4.25,14.78
201412,MN,1.93,5.05,18.5
201412,MO,1.96,3.99,15.64
201412,MS,3.21,3.82,14.17
201412,MT,1.63,5.72,0
201412,NC,3.55,5.08,16.5
201412,ND,1.52,4.14,16.31
201412,NE,1.38,4.64,20.36
201412,NH,4.06,8.61,9.64
201412,NJ,0,0,0
201412,NM,16.54,3.86,18.98
201412,NV,2.62,4.8,18.93
201412,NY,0,6.03,9.67
201412,OH,2.16,3.02,18.3
201412,OK,1.95,3.98,13.99
201412,OR,2.44,4.19,0
201412,PA,0,0,16.23
201412,RI,4.06,5.87,15.73
201412,SC,3.57,4.18,17.13
201412,SD,2.07,3.51,0
201412,TN,2.3,4.34,13.78
201412,TX,1.93,4.05,11.37
201412,UT,2.16,4.41,14.49
201412,VA,3.12,4.57,15.81
201412,VT,4.06,0,0
201412,WA,2.44,4.85,16.63
201412,WI,2.22,4.53,18.36
201412,WV,2.41,3.78,16.02
201412,WY,1.7,20.21,18.8
201501,AK,0,5.93,0
201501,AL,2.44,3.32,12.34
201501,AR,2.33,3.94,11.85
201501,AZ,2.14,4.3,13.65
201501,CA,2.45,4.14,0
201501,CO,1.84,4.33,15.38
201501,CT,3.67,0,0
201501,DE,3.04,0,0
201501,FL,3.17,4.81,13.99
201501,GA,3,3.72,13.93
201501,HI,0,5.93,12.32
201501,IA,1.73,4.77,11.43
201501,ID,1.93,3.03,0
201501,IL,2.08,4.22,11.82
201501,IN,2.41,3.44,13.12
201501,KS,1.77,5.08,11.66
201501,KY,2.28,5.48,12.35
201501,LA,2.72,3.25,11.39
201501,MA,3.67,13.25,22.24
201501,MD,3.01,6.19,10.54
201501,ME,3.67,12.9,10.54
201501,MI,2.54,3.31,11.97
201501,MN,2.03,5.18,12.18
201501,MO,1.97,3.56,11.12
201501,MS,3.24,3.31,11.29
201501,MT,1.98,2.69,0
201501,NC,3.54,5.67,13.44
201501,ND,1.45,11.6,11.75
201501,NE,1.39,4.26,0
201501,NH,3.67,3.41,12.74
201501,NJ,0,0,0
201501,NM,2.48,3.57,12.63
201501,NV,2.64,3.94,18.43
201501,NY,0,7.63,9.49
201501,OH,2.16,2.64,12.69
201501,OK,2.01,3.4,0
201501,OR,2.45,3.45,0
201501,PA,0,0,12.8
201501,RI,3.67,9.7,10.54
201501,SC,3.61,4.42,13.59
201501,SD,2.14,2.78,12.44
201501,TN,2.41,3.57,11.76
201501,TX,2.22,3.41,13.63
201501,UT,1.96,3.62,10.23
201501,VA,3.09,6.03,14.3
201501,VT,3.67,0,0
201501,WA,2.45,4.37,0
201501,WI,2.34,3.67,15.61
201501,WV,2.36,2.89,13.85
201501,WY,1.51,6.08,13.76
201502,AK,0,5.46,0
201502,AL,2.38,3.17,14.38
201502,AR,2.08,3.54,15.13
201502,AZ,2.09,3.87,14.4
201502,CA,2.46,3.95,0
201502,CO,1.84,4.9,0
201502,CT,4.09,0,0
201502,DE,3.02,0,0
201502,FL,3.1,4.7,15.27
201502,GA,3,3.5,46.3
201502,HI,0,5.46,9.58
201502,IA,1.67,4.48,13.65
201502,ID,1.91,0,0
201502,IL,2.04,4.46,14.78
201502,IN,2.34,3.68,15.44
201502,KS,1.76,4.34,14.33
201502,KY,2.26,3.99,15.17
201502,LA,2.83,3.16,0
201502,MA,4.09,14.96,22.06
201502,MD,2.89,0,0.17
201502,ME,4.09,14.8,0
201502,MI,2.63,3.75,13.82
201502,MN,1.96,5.11,14.45
201502,MO,1.97,3.44,14.49
201502,MS,3.36,3.17,13.67
201502,MT,1.64,2.51,0
201502,NC,3.58,9.6,15.21
201502,ND,1.57,8.84,16.63
201502,NE,1.37,4.65,0
201502,NH,4.09,6.52,14.7
201502,NJ,0,0,0
201502,NM,2.41,3,18.44
201502,NV,2.72,3.4,16.27
201502,NY,0,10.67,10.9
201502,OH,2.17,3.55,14.46
201502,OK,2.03,3.15,22.28
201502,OR,2.46,3.44,0
201502,PA,0,0,0
201502,RI,4.09,0,0
201502,SC,3.65,4.25,16.1
201502,SD,2.21,2.89,0
201502,TN,2.44,3.23,14.51
201502,TX,2.17,3.22,14.55
201502,UT,1.95,3.23,14.7
201502,VA,2.99,11.83,11.8
201502,VT,4.09,0,0
201502,WA,2.46,3.31,0
201502,WI,2.36,3.89,15.79
201502,WV,2.42,3.53,15.41
201502,WY,1.5,13.57,14.13
201503,AK,0,5.39,0
201503,AL,2.45,3.21,13.87
201503,AR,2.2,3.59,14.46
201503,AZ,2.09,3.8,14.68
201503,CA,2.36,3.63,0
201503,CO,1.84,4.46,0
201503,CT,3.84,0,0
201503,DE,3.01,0,0
201503,FL,3.02,4.4,16.54
201503,GA,2.95,3.37,13.88
201503,HI,0,5.39,10.6
201503,IA,1.65,3.28,13.95
201503,ID,1.91,16.18,0
201503,IL,2.05,4.2,23.65
201503,IN,2.34,3.2,14.57
201503,KS,1.7,3.9,12.76
201503,KY,2.28,3.74,14.64
201503,LA,2.8,3.05,14.39
201503,MA,3.84,13.89,21.39
201503,MD,3,0,13.58
201503,ME,3.84,13.84,13.58
201503,MI,2.56,3.44,13.36
201503,MN,1.95,3.91,13.57
201503,MO,1.95,3.33,13.75
201503,MS,2.98,3.15,13.04
201503,MT,1.81,2.41,0
201503,NC,3.56,5.21,14.71
201503,ND,1.7,9.77,12.89
201503,NE,1.37,3.8,0
201503,NH,3.84,5.45,13.87
201503,NJ,0,0,0
201503,NM,2.37,2.98,15.64
201503,NV,2.76,3.31,18.29
201503,NY,0,5.17,9.68
201503,OH,2.11,2.77,16.15
201503,OK,1.96,3.05,13.77
201503,OR,2.36,2.95,0
201503,PA,0,0,0
201503,RI,3.84,7.45,13.58
201503,SC,3.56,3.68,15.33
201503,SD,0,2.63,0
201503,TN,2.45,3.33,13.65
201503,TX,2.09,3.06,17.88
201503,UT,1.96,3.36,16.2
201503,VA,3.05,5.02,17.04
201503,VT,3.84,0,0
201503,WA,2.36,4.24,0
201503,WI,2.29,3.49,26.12
201503,WV,2.41,3.57,14.62
201503,WY,1.57,5.32,20.28
201504,AK,0,5.43,0
201504,AL,2.46,3.06,13.97
201504,AR,2.4,3.53,13.83
201504,AZ,2.09,3.6,13.49
201504,CA,0,3.49,0
201504,CO,1.66,3.86,13.4
201504,CT,4.01,0,0
201504,DE,3.01,0,0
201504,FL,3.07,4.27,17
201504,GA,2.92,3.23,13.7
201504,HI,0,5.43,12.6
201504,IA,1.62,2.82,13.28
201504,ID,1.92,3.05,0
201504,IL,2.03,4.37,13.76
