YYMM,State,Coal,NG,Petroleum
201102,RI,3.11,6.37,20.15
201102,SC,3.69,4.37,16.49
201102,SD,2.13,6.45,0
201102,TN,2.69,5.15,20.27
201102,TX,1.88,4.75,21.17
201102,UT,1.73,4.5,21.3
201102,VA,3.42,5.49,16.31
201102,VT,3.11,5.62,0
201102,WA,1.79,6.99,0
201102,WI,2.34,5.5,0
201102,WV,2.55,0,22.43
201102,WY,1.44,7.22,20.86
201103,AK,0,4.87,23.19
201103,AL,2.58,4.27,22.36
201103,AR,1.79,5.09,0
201103,AZ,1.92,6.51,25.99
201103,CA,1.8,4.75,22.66
201103,CO,1.66,5.18,0
201103,CT,3.5,4.89,0
201103,DE,3.45,0,0
201103,FL,3.5,5.64,19.25
201103,GA,3.71,4.34,23.48
201103,HI,0,4.87,18.78
201103,IA,1.39,6.15,23.1
201103,ID,1.77,11.63,0
201103,IL,1.81,6.16,0
201103,IN,2.35,4.42,21.75
201103,KS,1.7,4.66,0
201103,KY,2.28,5.17,24.33
201103,LA,2.63,4.16,0
201103,MA,3.5,5.27,0
201103,MD,3.68,5.27,21.25
201103,ME,3.5,5.23,21.25
201103,MI,2.85,4.56,22.87
201103,MN,1.93,6.28,0
201103,MO,1.69,5.04,22.74
201103,MS,3.98,4.05,0
201103,MT,1.5,4.26,0
201103,NC,3.57,6.06,22.58
201103,ND,1.25,0,24.45
201103,NE,1.45,6.17,23.06
201103,NH,3.5,5.96,0
201103,NJ,0,--,0
201103,NM,1.97,4.61,26.92
201103,NV,2.53,5.31,24.47
201103,NY,3.67,5.11,17.96
201103,OH,2.31,4.36,23.21
201103,OK,1.75,4.36,0
201103,OR,1.8,3.85,0
201103,PA,2.94,0,23.14
201103,RI,3.5,5.07,21.25
201103,SC,3.8,4.14,20.04
201103,SD,2.09,5.83,0
201103,TN,2.61,5.07,22.7
201103,TX,1.87,4.19,0
201103,UT,1.83,4.14,23.51
201103,VA,3.5,5.01,17.27
201103,VT,3.5,5.37,0
201103,WA,1.8,9.72,0
201103,WI,2.39,5.13,0
201103,WV,2.5,4.9,24.23
201103,WY,1.47,6.99,23.26
201104,AK,0,5.2,25.35
201104,AL,2.83,4.62,24.16
201104,AR,1.93,5.13,0
201104,AZ,1.97,6.22,27.01
201104,CA,1.79,5.02,0
201104,CO,1.71,5.13,0
201104,CT,3.64,4.94,0
201104,DE,3.42,0,0
201104,FL,3.72,5.9,18.35
201104,GA,3.6,4.65,23.89
201104,HI,0,5.2,20.2
201104,IA,1.43,6.51,24.71
201104,ID,1.85,6.76,0
201104,IL,1.72,6.22,0
201104,IN,2.4,4.57,23.81
201104,KS,1.75,4.85,0
201104,KY,2.32,6.84,23.97
201104,LA,2.63,4.46,22.8
201104,MA,3.64,5.17,0
201104,MD,3.62,4.95,22.88
201104,ME,3.64,5.13,22.88
201104,MI,2.68,4.84,24.31
201104,MN,1.86,6.69,0
201104,MO,1.72,5.37,23.68
201104,MS,3.89,4.45,0
201104,MT,1.47,4.37,0
201104,NC,3.6,6.37,23.71
201104,ND,1.4,8.04,25.37
201104,NE,1.51,7.72,24.21
201104,NH,3.64,0,0
201104,NJ,0,--,0
201104,NM,2.04,5.09,28.58
201104,NV,2.64,4.92,0
201104,NY,4.3,5,24.03
201104,OH,2.24,4.82,24.32
201104,OK,1.74,4.73,0
201104,OR,1.79,5.61,25.29
201104,PA,2.9,0,23.64
201104,RI,3.64,4.82,22.88
201104,SC,3.63,4.37,22.03
201104,SD,2.09,6.38,25.91
201104,TN,2.61,4.4,23.89
201104,TX,1.9,4.5,21.71
201104,UT,1.94,4.4,24.98
201104,VA,3.5,5.25,17.88
201104,VT,3.64,9.26,0
201104,WA,1.79,7.37,0
201104,WI,2.48,5.59,0
201104,WV,2.47,0,25.78
201104,WY,1.53,6.05,26.67
201105,AK,0,5.3,24.64
201105,AL,2.97,4.62,22.35
201105,AR,1.83,5.7,22.84
201105,AZ,1.93,6.87,24.45
201105,CA,0,5.24,25.98
201105,CO,1.78,4.84,0
201105,CT,3.93,5.01,0
201105,DE,3.48,0,0
201105,FL,3.67,5.77,16.33
201105,GA,3.88,4.82,0
201105,HI,0,5.3,21.55
201105,IA,1.48,6.28,23.52
201105,ID,1.79,12.79,0
201105,IL,1.81,5.51,0
201105,IN,2.47,4.76,22.91
201105,KS,1.76,4.96,0
201105,KY,2.36,5.98,24.53
201105,LA,2.69,4.57,0
201105,MA,3.93,5.52,0
201105,MD,3.77,4.99,21.5
201105,ME,3.93,5.43,21.5
201105,MI,2.72,5.44,23.55
201105,MN,1.97,8.35,0
201105,MO,1.72,5.8,22.8
201105,MS,3.72,4.52,0
201105,MT,1.89,4.49,0
201105,NC,3.62,5.84,21.84
201105,ND,1.43,8.63,24.43
201105,NE,1.69,7.05,0
201105,NH,3.93,8.43,0
201105,NJ,0,--,0
201105,NM,2.08,4.98,26.81
201105,NV,2.62,5,0
201105,NY,3.84,5.05,23.31
201105,OH,2.25,4.95,22.59
201105,OK,1.73,4.65,0
201105,OR,0,6.98,0
201105,PA,3,0,22.71
201105,RI,3.93,4.76,21.5
201105,SC,3.8,4.47,19.8
201105,SD,2.08,8.19,0
201105,TN,2.8,4.54,22.26
201105,TX,1.91,4.53,28.56
201105,UT,1.78,4.41,23.95
201105,VA,3.52,5.14,18.43
201105,VT,3.93,6.06,0
201105,WA,0,5.3,0
201105,WI,2.57,5.33,0
201105,WV,2.47,4.65,23.25
201105,WY,1.33,7.5,25.5
201106,AK,0,5.23,24.18
201106,AL,3.01,4.82,22.6
201106,AR,1.79,5.68,23.28
201106,AZ,2,5.89,23.66
201106,CA,0,5.25,0
201106,CO,1.73,5.24,0
201106,CT,3.39,5.46,0
201106,DE,3.37,0,0
201106,FL,3.43,6.04,21.48
201106,GA,3.78,5,23.44
201106,HI,0,5.23,22.07
201106,IA,1.45,5.82,23.07
201106,ID,1.78,6.22,0
201106,IL,1.78,5.64,0
201106,IN,2.49,5.3,22.44
201106,KS,1.76,4.75,0
201106,KY,2.31,6.12,25.2
201106,LA,2.72,4.72,0
201106,MA,3.39,5.74,0
201106,MD,3.66,5.56,22.35
201106,ME,3.39,5.76,22.35
201106,MI,2.59,5.45,23.24
201106,MN,1.9,6.67,0
201106,MO,1.74,5.24,23.12
201106,MS,3.82,4.73,0
201106,MT,1.72,4.56,0
201106,NC,3.63,5.78,22.68
201106,ND,1.37,7.58,21.44
201106,NE,1.53,5.48,23.3
201106,NH,3.39,7.14,0
201106,NJ,0,--,0
201106,NM,2.08,5.47,25.85
201106,NV,2.58,4.97,24.57
201106,NY,3.85,5.16,22.97
201106,OH,2.31,5.14,23.35
201106,OK,1.74,4.64,0
201106,OR,0,13.24,0
201106,PA,2.96,0,22.28
201106,RI,3.39,5.06,22.35
201106,SC,3.64,4.7,23
201106,SD,2.07,6.25,0
201106,TN,2.85,4.77,22.16
201106,TX,1.95,4.6,24.07
201106,UT,1.74,4.32,22.1
201106,VA,3.5,5.18,18.28
201106,VT,3.39,5.99,0
201106,WA,0,9.65,0
201106,WI,2.55,5.69,0
201106,WV,2.41,4.95,24.32
201106,WY,1.27,7.2,24.06
201107,AK,0,4.95,24.62
201107,AL,3.06,4.79,23.02
201107,AR,1.82,5.93,23.53
201107,AZ,2.02,5.58,25.84
201107,CA,1.76,5.19,0
201107,CO,1.76,4.66,0
201107,CT,3.88,5.27,0
201107,DE,3.52,5.14,0
201107,FL,3.55,5.98,23.09
201107,GA,3.9,4.86,24
201107,HI,0,4.95,21.26
201107,IA,1.41,4.7,23.82
201107,ID,1.83,6.35,0
201107,IL,1.86,4.94,0
201107,IN,2.55,4.86,22.73
201107,KS,1.79,4.67,0
201107,KY,2.34,5.4,22.78
201107,LA,2.6,4.61,0
201107,MA,3.88,6.05,0
201107,MD,3.9,5.41,22.51
201107,ME,3.88,6.37,22.51
201107,MI,2.68,4.99,23.37
201107,MN,1.93,5.15,0
201107,MO,1.76,4.95,22.23
201107,MS,3.97,4.6,0
201107,MT,1.77,4.31,0
201107,NC,3.7,5.57,22.84
201107,ND,1.41,7.02,24.57
201107,NE,1.53,5.08,0
201107,NH,3.88,7.27,0
201107,NJ,0,--,0
201107,NM,2.09,5,23.15
201107,NV,2.61,5,23.64
201107,NY,3.97,5.37,23.67
201107,OH,2.33,4.79,23.62
201107,OK,1.78,4.54,0
201107,OR,1.76,5.08,22.08
201107,PA,3,0,21.92
201107,RI,3.88,5.35,22.51
201107,SC,3.92,4.65,23.54
201107,SD,2.02,4.75,0
201107,TN,2.93,4.66,23.11
201107,TX,1.92,4.55,23.98
201107,UT,1.7,4.38,23.37
201107,VA,3.65,5.01,17.47
201107,VT,3.88,5.64,0
201107,WA,1.76,5.85,0
201107,WI,2.51,5.15,0
201107,WV,2.6,5.23,24.57
201107,WY,1.41,5.81,24.9
201108,AK,0,4.94,22.63
201108,AL,3.05,4.49,22.77
201108,AR,2,6.13,22.3
201108,AZ,1.94,5.23,19.71
201108,CA,1.8,5.04,23.59
201108,CO,1.77,4.83,0
201108,CT,3.9,4.82,0
201108,DE,3.6,4.82,0
201108,FL,3.61,5.9,22.75
201108,GA,3.9,4.53,23.09
201108,HI,0,4.94,20.69
201108,IA,1.46,4.67,22.27
201108,ID,1.81,6.43,0
201108,IL,1.75,4.66,0
201108,IN,2.56,4.56,21.88
201108,KS,1.78,4.55,0
201108,KY,2.37,5.36,22.35
201108,LA,2.71,4.4,21.64
201108,MA,3.9,4.91,0
201108,MD,3.67,4.92,21.85
201108,ME,3.9,4.87,21.85
201108,MI,2.74,4.78,22.15
201108,MN,1.88,5.25,0
201108,MO,1.76,4.78,20.53
201108,MS,3.92,4.4,0
201108,MT,1.62,4.25,0
201108,NC,3.74,5.61,21.94
201108,ND,1.36,6.94,24.31
201108,NE,1.56,5.05,0
201108,NH,3.9,4.77,0
201108,NJ,0,--,0
201108,NM,2.01,4.8,21.22
201108,NV,2.54,4.92,0
201108,NY,3.65,4.96,18.38
201108,OH,2.37,4.42,22.51
201108,OK,1.76,4.42,0
201108,OR,1.8,4.17,0
201108,PA,2.99,0,20.61
201108,RI,3.9,4.62,21.85
201108,SC,4.02,4.35,22.15
201108,SD,2.04,4.85,0
201108,TN,3.05,4.77,21.34
201108,TX,1.94,4.37,24.28
201108,UT,1.79,4.42,0
201108,VA,3.65,4.65,17.27
201108,VT,3.9,5.41,0
201108,WA,1.8,5.34,0
201108,WI,2.54,5.1,0
201108,WV,2.79,4.33,23.68
201108,WY,1.46,12.71,22.48
201109,AK,0,4.87,23.77
201109,AL,2.96,4.32,22.21
201109,AR,2.04,6.25,0
201109,AZ,2.06,5.33,24.5
201109,CA,1.76,4.88,23.73
201109,CO,1.78,5.17,0
201109,CT,3.37,0,0
201109,DE,3.46,0,0
201109,FL,3.39,5.75,17.67
201109,GA,3.73,4.38,22.95
201109,HI,0,4.87,21.24
201109,IA,1.46,5.64,22.83
201109,ID,1.91,6.48,0
201109,IL,1.75,0,0
201109,IN,2.53,4.43,21.62
201109,KS,1.79,4.6,0
201109,KY,2.36,7.01,22.64
201109,LA,2.73,4.15,0
201109,MA,3.37,0,0
201109,MD,3.87,4.49,21.7
201109,ME,3.37,0,21.7
201109,MI,2.68,4.75,22.74
201109,MN,2.04,6.66,0
201109,MO,1.77,0,20.2
201109,MS,3.87,4.19,22.26
201109,MT,1.45,4.09,0
201109,NC,3.7,5.71,22.07
201109,ND,1.43,7.91,23.99
201109,NE,1.58,5.7,0
201109,NH,3.37,3.28,0
201109,NJ,0,--,0
201109,NM,2.09,4.81,24.14
201109,NV,2.65,4.56,25.41
201109,NY,3.79,4.55,22.68
201109,OH,2.34,0,22.85
201109,OK,1.79,4.27,15.44
201109,OR,1.76,3.83,0
201109,PA,2.98,0,22.28
201109,RI,3.37,4.35,21.7
201109,SC,3.88,4.12,21.47
201109,SD,2.12,6.38,23.75
201109,TN,3.02,4.93,0
201109,TX,1.93,4.17,21.68
201109,UT,2,4.12,23.75
201109,VA,3.64,4.54,16.61
201109,VT,3.37,3.48,0
201109,WA,1.76,5.09,0
201109,WI,2.57,6.6,0
201109,WV,2.71,4.09,23.16
201109,WY,1.58,7.49,24.34
201110,AK,0,4.86,23.37
201110,AL,2.75,4,22.04
201110,AR,2.07,4,22.31
201110,AZ,2.02,4.75,23.04
201110,CA,1.79,4.68,0
201110,CO,1.76,4.54,0
201110,CT,3.89,4.37,0
201110,DE,3.48,0,0
201110,FL,3.52,5.8,22.08
201110,GA,3.66,3.9,22.86
201110,HI,0,4.86,21.3
201110,IA,1.47,8.01,22.1
201110,ID,1.85,5.92,0
201110,IL,1.68,5.97,0
201110,IN,2.5,3.83,22.05
201110,KS,1.77,4.37,22.23
201110,KY,2.34,4.46,21.97
201110,LA,2.68,3.81,20.96
201110,MA,3.89,4.19,22.93
201110,MD,3.82,4.74,20.76
201110,ME,3.89,4.39,20.76
201110,MI,2.64,4.24,22.9
201110,MN,1.95,6.44,0
201110,MO,1.75,4.17,20.56
201110,MS,3.78,3.83,0
201110,MT,1.53,3.85,0
201110,NC,3.74,6.38,22.52
201110,ND,1.28,7.48,24.3
201110,NE,1.54,8.14,0
201110,NH,3.89,4.64,0
201110,NJ,0,--,0
201110,NM,2.11,4.59,24
201110,NV,2.69,4.73,23.85
201110,NY,4.27,4.34,0
201110,OH,2.29,3.73,22.19
201110,OK,1.78,4.17,0
201110,OR,1.79,3.96,0
201110,PA,2.87,0,21.92
201110,RI,3.89,4.35,20.76
201110,SC,3.94,3.74,22.45
201110,SD,2.22,5.56,0
201110,TN,2.78,4.03,0
201110,TX,1.93,3.91,22.55
201110,UT,1.59,3.91,23.75
201110,VA,3.6,4.19,18.82
201110,VT,3.89,4.14,0
201110,WA,1.79,6.21,0
201110,WI,2.54,4.78,0
201110,WV,2.63,3.62,23.01
201110,WY,1.75,7.45,24.32
201111,AK,0,5.06,24.22
201111,AL,2.79,3.63,22.06
201111,AR,2.06,3.86,0
201111,AZ,2.03,4.49,23.98
201111,CA,1.81,4.52,0
201111,CO,1.64,4.07,0
201111,CT,3.46,0,0
201111,DE,3.42,0,0
201111,FL,3.45,5.6,22.23
201111,GA,3.57,3.76,23.95
201111,HI,0,5.06,21.06
201111,IA,1.46,5.89,24.46
201111,ID,1.81,5.72,0
201111,IL,1.65,4.39,0
201111,IN,2.51,3.48,22.84
201111,KS,1.78,4.47,0
201111,KY,2.37,4.92,23.19
201111,LA,2.57,3.62,0
201111,MA,3.46,4.42,0
201111,MD,3.73,4.63,22.15
201111,ME,3.46,4.34,22.15
201111,MI,2.62,4,23.86
201111,MN,1.98,5.59,0
201111,MO,1.71,4.44,22.44
201111,MS,4.13,3.58,0
201111,MT,1.12,3.73,0
201111,NC,3.74,5.34,23.04
201111,ND,1.29,0,23.49
201111,NE,1.5,9.56,24.51
201111,NH,3.46,4.38,0
201111,NJ,0,--,0
201111,NM,2.12,4.26,25.17
201111,NV,2.6,5.03,26.63
201111,NY,4.01,4.38,18.9
201111,OH,2.27,3.66,22.6
201111,OK,1.76,3.91,0
201111,OR,1.81,3.69,0
201111,PA,2.89,0,21.57
201111,RI,3.46,4.13,22.15
201111,SC,4.04,3.51,22.96
201111,SD,2.17,11.16,24.93
201111,TN,2.97,4.13,0
201111,TX,2.01,3.62,22.7
201111,UT,1.62,3.84,26.01
201111,VA,3.44,3.99,21.02
201111,VT,3.46,4.71,0
201111,WA,1.81,5.08,28.04
201111,WI,2.44,4.89,0
201111,WV,2.61,4.34,24.91
201111,WY,1.63,5.45,23.59
201112,AK,0,4.9,23.08
201112,AL,2.82,3.61,21.58
201112,AR,2.05,3.7,0
201112,AZ,2.05,4.88,20.63
201112,CA,1.75,4.33,0
201112,CO,1.61,4.06,23.17
201112,CT,3.24,0,0
201112,DE,3.41,0,0
201112,FL,3.46,5.5,21.88
201112,GA,3.64,3.68,22.81
201112,HI,0,4.9,21.87
201112,IA,1.43,7.91,21.66
201112,ID,1.79,6.52,0
201112,IL,1.81,3.79,0
201112,IN,2.51,3.69,20.39
201112,KS,1.76,4.41,0
201112,KY,2.41,7.82,21.75
201112,LA,2.64,3.56,0
201112,MA,3.24,5.38,0
201112,MD,3.72,4.48,21.52
201112,ME,3.24,0,21.52
201112,MI,2.71,4.7,0
201112,MN,1.94,5.4,0
201112,MO,1.71,4.14,21.14
201112,MS,3.77,3.47,0
201112,MT,1.19,3.56,0
201112,NC,3.75,5.15,21.61
201112,ND,1.36,7.16,23.46
201112,NE,1.44,9.92,21.59
201112,NH,3.24,11.3,0
201112,NJ,0,--,0
201112,NM,2.09,4.01,24.8
201112,NV,2.46,4.2,23.85
201112,NY,4.15,5.04,22.23
201112,OH,2.32,3.3,22.03
201112,OK,1.86,3.78,0
201112,OR,1.75,3.57,0
201112,PA,2.92,0,22.25
201112,RI,3.24,4.26,21.52
201112,SC,3.92,3.43,21.97
201112,SD,2.11,7.9,18.3
201112,TN,2.72,4.47,21.29
201112,TX,1.98,3.53,22.37
201112,UT,1.7,3.65,24.05
201112,VA,3.48,3.85,21.01
201112,VT,3.24,4.21,0
201112,WA,1.75,4.98,0
201112,WI,2.54,4.23,0
201112,WV,2.51,3.86,22.48
201112,WY,1.56,6,25.03
201201,AK,0,4.9,22.97
201201,AL,2.9,3.12,22.29
201201,AR,2.03,4.52,23.13
201201,AZ,2.06,4.08,23.8
201201,CA,1.88,4.15,0
201201,CO,1.87,4.28,21.34
201201,CT,4.08,0,0
201201,DE,3.45,0,0
201201,FL,3.54,5.06,22.3
201201,GA,3.64,3.21,23.81
201201,HI,0,4.9,21.42
201201,IA,1.45,4.45,21.56
201201,ID,1.88,11.35,0
201201,IL,2.09,3.19,22.97
201201,IN,2.56,3.09,22.14
201201,KS,1.82,3.6,22.23
201201,KY,2.45,4.98,21.87
201201,LA,2.71,3.15,0
201201,MA,4.08,8.62,0
201201,MD,3.63,5.91,22.71
201201,ME,4.08,8.12,22.71
201201,MI,2.95,3.06,21.39
201201,MN,1.92,5.79,24.3
201201,MO,1.85,3.51,20.57
201201,MS,4.16,3.16,22.61
201201,MT,1.36,4.27,0
201201,NC,3.77,4.85,22.9
201201,ND,1.39,6.85,22.1
201201,NE,1.57,10.28,20.05
201201,NH,4.08,8.13,23.44
201201,NJ,0,0,0
201201,NM,2.22,3.73,25.43
201201,NV,2.54,3.95,24.78
201201,NY,0,6.09,18.65
201201,OH,2.38,2.94,22.42
201201,OK,1.99,3.37,0
201201,OR,1.88,3.2,0
201201,PA,0,0,22.76
201201,RI,4.08,0,22.71
201201,SC,4.01,3.35,22.13
201201,SD,2.71,5.6,0
201201,TN,2.73,3.26,22.06
201201,TX,1.99,3.29,22.41
201201,UT,1.9,3.26,20.31
201201,VA,3.68,3.58,25.64
201201,VT,4.08,4.44,0
201201,WA,1.88,4.1,0
201201,WI,2.32,3.75,21.3
201201,WV,2.5,3.86,23.02
201201,WY,1.46,5.68,19.16
201202,AK,0,4.8,25.43
201202,AL,3.07,2.89,23.38
201202,AR,2.04,2.88,0
201202,AZ,2.08,3.62,25.7
201202,CA,1.88,3.93,0
201202,CO,1.89,4.11,17.16
201202,CT,4.07,0,0
201202,DE,3.4,0,0
201202,FL,3.39,4.83,24.82
201202,GA,3.51,3.12,24.66
201202,HI,0,4.8,21.73
201202,IA,1.44,4.5,23.11
201202,ID,1.9,12.17,0
201202,IL,2.11,2.87,24.71
201202,IN,2.59,2.91,23.67
201202,KS,1.8,3.81,23.25
201202,KY,2.42,5.25,22.39
201202,LA,2.67,2.82,0
201202,MA,4.07,6.23,0
201202,MD,3.41,9.74,0.3
201202,ME,4.07,5.81,0
201202,MI,2.95,2.89,22.08
201202,MN,1.9,4.93,24.17
201202,MO,1.86,3.66,20.83
201202,MS,4.35,2.89,22.34
201202,MT,1.45,3.85,0
201202,NC,3.79,4.15,23.98
201202,ND,1.42,0,23.55
201202,NE,1.55,10.36,23.77
201202,NH,4.07,0,23.93
201202,NJ,0,0,0
201202,NM,2.15,3.38,25.09
201202,NV,2.84,3.42,22.62
201202,NY,0,4.25,19.73
201202,OH,2.49,2.75,22.99
201202,OK,2.05,3.03,0
201202,OR,1.88,2.71,0
201202,PA,0,0,24.08
201202,RI,4.07,3.82,0
201202,SC,4.01,3.15,22.62
201202,SD,2.47,5.11,0
201202,TN,2.63,3.12,22.91
201202,TX,1.95,2.96,23.7
201202,UT,2.01,2.83,23.54
201202,VA,3.75,3.27,17.86
201202,VT,4.07,4.12,0
201202,WA,1.88,3.36,0
201202,WI,2.22,3.3,20.69
201202,WV,2.61,4.49,24.07
201202,WY,1.58,5.67,23.78
201203,AK,0,4.54,25.63
201203,AL,2.97,2.62,24.23
201203,AR,2.04,3,0
201203,AZ,2.05,3.12,27.41
201203,CA,1.93,3.66,28.48
201203,CO,1.84,3.9,16.83
201203,CT,4.09,23.49,0
201203,DE,3.47,0,0
201203,FL,3.41,4.46,24.74
201203,GA,3.52,2.8,25.73
201203,HI,0,4.54,22.39
201203,IA,1.5,3.99,23.91
201203,ID,1.92,10.37,0
201203,IL,2.11,2.76,26.07
201203,IN,2.6,2.43,24.48
201203,KS,1.82,2.61,0
201203,KY,2.42,2.78,24.73
201203,LA,2.72,2.49,24.2
201203,MA,4.09,3.88,0
201203,MD,3.48,0,0.4
201203,ME,4.09,5.09,0
201203,MI,2.81,2.47,25.01
201203,MN,1.86,4.27,24.81
201203,MO,1.87,3.07,23.32
201203,MS,4.32,2.38,0
201203,MT,1.51,3.58,0
201203,NC,3.85,3.83,24.88
201203,ND,1.48,5.54,25.25
201203,NE,1.51,8.22,23.89
201203,NH,4.09,7.81,24.5
201203,NJ,0,0,0
201203,NM,2.29,2.75,27.58
201203,NV,2.71,3.45,23.05
201203,NY,0,3.38,24.93
201203,OH,2.44,2.32,25.11
201203,OK,2.02,2.9,25.06
201203,OR,1.93,2.6,0
201203,PA,0,0,24.47
201203,RI,4.09,3.01,0
201203,SC,4.05,3.14,18.87
201203,SD,2.03,4.02,0
201203,TN,2.84,2.39,24.12
201203,TX,1.95,2.65,24.47
201203,UT,2,2.64,21.96
201203,VA,3.71,2.88,23.87
201203,VT,4.09,3.59,0
201203,WA,1.93,3.16,0
201203,WI,2.26,3.07,19.93
201203,WV,2.71,2.53,24.47
201203,WY,1.59,5.48,22.16
201204,AK,0,4.39,25.93
201204,AL,3.11,2.43,23.78
201204,AR,2.16,2.51,0
201204,AZ,1.97,3.02,25.21
201204,CA,0,3.42,0
201204,CO,1.87,3.91,15.57
201204,CT,4.1,4.18,0
201204,DE,3.52,0,0
201204,FL,3.58,4.52,24.07
201204,GA,3.43,2.51,25.12
201204,HI,0,4.39,23.77
201204,IA,1.48,4.12,23.6
201204,ID,1.87,3.46,0
201204,IL,2.11,2.63,25.78
201204,IN,2.64,2.26,24.29
201204,KS,1.86,2.66,24.01
201204,KY,2.46,2.4,24.38
201204,LA,2.78,2.24,0
201204,MA,4.1,2.71,0
201204,MD,3.47,0,0.5
201204,ME,4.1,2.83,0
201204,MI,2.69,2.4,23.37
201204,MN,2.09,2.98,24.98
201204,MO,1.89,2.64,19.73
201204,MS,4.5,2.18,0
201204,MT,1.23,3.28,0
201204,NC,3.87,3.77,24.16
201204,ND,1.63,0,25.42
201204,NE,1.57,4.13,23.88
201204,NH,4.1,12.87,26.1
201204,NJ,0,0,0
201204,NM,2.34,2.68,25.78
201204,NV,2.62,2.72,26.51
201204,NY,0,2.7,0
201204,OH,2.36,2.19,24.28
201204,OK,1.92,2.31,0
201204,OR,0,6.73,0
201204,PA,0,0,23.58
201204,RI,4.1,0,0
201204,SC,4.09,2.83,24.61
201204,SD,2.35,2.98,0
201204,TN,2.49,2.06,23.61
201204,TX,2.04,2.28,24.93
201204,UT,1.95,2.25,25.57
201204,VA,3.76,2.58,18.78
201204,VT,4.1,3.24,0
201204,WA,0,3.66,0
201204,WI,2.29,2.78,23.28
201204,WV,2.75,0,23.95
201204,WY,1.32,5.8,23.93
201205,AK,0,4.07,23.69
201205,AL,3.08,2.62,22.39
201205,AR,2.17,3.24,23.06
201205,AZ,2.08,3.27,23.48
201205,CA,0,3.49,26.3
201205,CO,1.79,3.26,0
201205,CT,4.14,3.51,0
201205,DE,3.5,0,0
201205,FL,3.55,4.5,22.78
201205,GA,3.61,2.94,23.69
201205,HI,0,4.07,24
201205,IA,1.5,3.21,22.42
201205,ID,1.84,2.88,0
201205,IL,2.12,2.91,24.62
201205,IN,2.62,2.61,22.92
201205,KS,1.88,2.81,21.98
201205,KY,2.45,2.95,22.06
201205,LA,2.81,2.57,21.2
201205,MA,4.14,3.21,14.73
201205,MD,3.49,0,0.6
201205,ME,4.14,3.25,0
201205,MI,2.76,3.01,22.47
201205,MN,2,3.02,23.33
201205,MO,1.84,3.08,21.13
201205,MS,4.67,2.5,21.81
201205,MT,1.24,0,0
201205,NC,3.85,3.83,22.37
201205,ND,1.59,4.68,23.35
201205,NE,1.57,3.65,22.38
201205,NH,4.14,15.37,26.28
201205,NJ,0,0,0
201205,NM,2.23,2.96,25.78
201205,NV,2.45,2.7,26.51
201205,NY,0,2.73,21.25
201205,OH,2.39,2.58,22.47
201205,OK,1.92,2.48,0
201205,OR,0,2.16,0
201205,PA,0,0,0
201205,RI,4.14,2.73,0
201205,SC,3.89,3.37,21.42
201205,SD,2.21,3.41,0
201205,TN,2.52,2.33,22.25
201205,TX,1.97,2.48,21.99
201205,UT,1.77,2.29,25.03
201205,VA,3.76,2.91,19.5
201205,VT,4.14,3.08,0
201205,WA,0,9.27,0
201205,WI,2.37,2.79,23.42
201205,WV,2.7,2.75,21.94
201205,WY,1.33,5.28,23.52
201206,AK,0,4.02,20.53
201206,AL,2.95,2.78,21.09
201206,AR,2.09,3.65,0
201206,AZ,2.08,3.55,19.76
201206,CA,0,3.81,0
201206,CO,1.8,3.35,10.57
201206,CT,0,19.16,0
201206,DE,3.48,0,0
201206,FL,3.49,4.66,20.24
201206,GA,3.58,3.03,21.18
201206,HI,0,4.02,23.3
201206,IA,1.47,3.41,22.83
201206,ID,1.89,2.72,0
201206,IL,2.1,3.33,22.14
201206,IN,2.59,2.71,20.85
201206,KS,1.85,2.94,17.78
201206,KY,2.42,3.35,20.58
201206,LA,2.89,2.6,0
201206,MA,0,5.87,16.01
201206,MD,3.38,0,0.7
201206,ME,0,6.11,0
201206,MI,2.8,2.94,20.95
201206,MN,1.96,3.13,21.1
201206,MO,1.85,3.04,16.82
201206,MS,4.51,2.58,20.53
201206,MT,1.78,3.65,0
201206,NC,3.78,4.32,20.38
201206,ND,1.51,4.85,21.31
201206,NE,1.61,3.22,19.13
201206,NH,0,6.57,20.53
201206,NJ,0,0,0
201206,NM,2.15,2.95,22.95
201206,NV,2.58,3.07,26.51
201206,NY,0,3.24,20.89
201206,OH,2.48,2.69,21.11
201206,OK,1.96,2.8,0
201206,OR,0,2.11,21.11
201206,PA,0,0,20.42
201206,RI,0,0,0
201206,SC,3.99,3.45,15.83
201206,SD,2.2,3.3,20.69
201206,TN,2.59,2.49,19.41
201206,TX,1.98,2.71,20.55
201206,UT,2.09,2.59,21.16
201206,VA,3.76,2.91,19.19
201206,VT,0,3.69,0
201206,WA,0,7.36,0
201206,WI,2.39,3.02,20.41
201206,WV,2.7,2.42,21.69
201206,WY,1.35,4.09,22.05
201207,AK,0,3.92,21.49
201207,AL,3.13,3.24,22.14
201207,AR,2.4,3.82,0
201207,AZ,2.13,3.66,24.53
201207,CA,0,3.94,0
201207,CO,1.84,3.55,0
201207,CT,0,10.48,0
201207,DE,3.46,0,0
201207,FL,3.41,4.83,18.27
201207,GA,3.57,3.51,22.5
201207,HI,0,3.92,21.15
201207,IA,1.48,3.42,21.82
201207,ID,1.93,3.63,0
201207,IL,2.11,3.34,22.22
201207,IN,2.58,3.22,22.1
201207,KS,1.83,3.18,21.94
